ID,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Marital_Status_Ct,Num_Kids,Tot_Cmp_Accepted,Itm_Total
9426,Master,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,58,3272.5868242974657,1,1,0,1591
6605,PhD,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,78,3276.5868242974657,1,0,1,1186
3136,Master,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,60,3504.5868242974657,1,1,0,980
8737,Graduation,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,44,3118.5868242974657,1,1,0,72
11088,PhD,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,51,3496.5868242974657,2,1,0,3212
716,PhD,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,73,3100.5868242974652,2,1,0,1505
466,Graduation,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,78,3544.5868242974657,2,0,0,1134
9135,Graduation,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,72,3813.5868242974657,2,2,0,77
10623,Master,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,61,3288.5868242974657,2,1,0,60
8151,Basic,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,32,3609.5868242974657,2,0,0,279
5140,PhD,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,37,3736.5868242974657,2,1,0,2492
10160,Master,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,66,3435.5868242974657,2,1,0,77
4945,Graduation,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,69,3780.5868242974657,1,0,0,2025
10584,Graduation,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,46,3564.5868242974657,2,1,0,1170
6071,Graduation,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,33,3407.5868242974657,1,0,0,1650
3386,Graduation,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,30,3435.5868242974657,2,0,0,171
8939,Graduation,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,63,3622.5868242974657,1,1,0,1112
9925,PhD,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,41,3462.5868242974657,2,1,1,343
4320,Graduation,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,43,3520.5868242974657,1,1,0,1268
5389,Graduation,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,0,58,3314.5868242974657,2,2,1,585
6036,Master,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,63,3166.5868242974657,2,0,1,3092
182,PhD,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,76,3298.5868242974657,2,1,0,681
203,Master,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,47,3503.5868242974657,1,0,0,3377
11025,Graduation,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,61,3546.5868242974657,2,2,0,203
10203,Graduation,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,32,3426.5868242974657,1,1,0,53
4607,Graduation,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,63,3372.5868242974657,2,0,0,1004
3711,Master,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,78,3239.5868242974657,2,0,2,2937
3696,Graduation,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,57,3215.5868242974657,1,2,0,79
2532,Master,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,35,3239.5868242974657,1,0,1,2633
9214,Graduation,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,31,3379.5868242974657,2,0,0,537
4943,Graduation,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,69,3699.5868242974657,2,0,2,3106
35,Graduation,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,35,3751.5868242974657,2,1,0,242
2258,Graduation,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,36,3870.5868242974657,2,1,0,50
4322,PhD,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,64,3276.5868242974657,2,0,0,2172
713,Master,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,45,3024.5868242974652,2,0,0,583
4702,Graduation,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,58,3630.5868242974657,1,0,0,2895
3281,PhD,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,62,3537.5868242974657,2,2,0,617
702,2n Cycle,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,47,3561.5868242974657,1,1,0,683
2004,Graduation,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,53,3346.5868242974657,1,1,0,1787
4769,Master,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,0,45,3073.5868242974652,2,2,1,949
4437,Graduation,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,60,3493.5868242974657,2,2,0,372
8724,Graduation,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,40,3439.5868242974657,1,1,0,57
10741,Master,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,71,3299.5868242974657,2,1,0,491
1991,Graduation,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,55,3224.5868242974657,2,1,0,174
6931,Graduation,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,1,55,3196.5868242974657,1,0,1,1526
11096,2n Cycle,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,70,3387.5868242974657,2,1,0,331
304,Master,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,41,3250.5868242974657,1,1,0,95
3665,2n Cycle,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,45,3415.5868242974657,2,1,0,55
10591,Graduation,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,53,3813.5868242974657,1,1,0,264
5036,PhD,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,38,3640.5868242974657,1,1,0,658
5547,PhD,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,40,3418.5868242974657,2,0,2,3397
7822,Graduation,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,46,3511.5868242974657,2,1,0,860
8541,2n Cycle,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,32,3027.5868242974652,2,1,0,49
10955,Graduation,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,1,58,3060.5868242974652,1,0,0,2016
4368,Graduation,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,42,3536.5868242974657,2,1,0,176
9671,Graduation,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,1,54,3216.5868242974657,2,2,1,83
2256,Master,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,49,3154.5868242974657,2,2,0,38
4279,2n Cycle,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,59,3152.5868242974657,1,2,0,69
5371,Graduation,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,33,3026.5868242974652,1,1,1,97
9240,PhD,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,51,3059.5868242974652,1,1,0,984
9460,Graduation,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,59,3499.5868242974657,2,0,0,192
9504,Master,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,73,3445.5868242974657,2,0,0,1187
8692,Graduation,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,70,3629.5868242974657,2,2,0,330
448,PhD,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,44,3604.5868242974657,1,1,0,1103
8314,Graduation,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,40,3483.5868242974657,2,0,1,2329
8420,2n Cycle,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,52,3540.5868242974657,2,0,0,71
3174,Graduation,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,63,3465.5868242974657,2,1,4,3449
7685,Graduation,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,44,3355.5868242974657,2,1,0,108
3179,Graduation,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,42,3440.5868242974657,1,0,0,1821
9780,Master,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,51,3431.5868242974657,2,1,0,1260
10681,2n Cycle,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,52,3227.5868242974657,2,1,0,1018
10232,PhD,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,59,3476.5868242974657,1,1,0,505
4184,PhD,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,72,3055.5868242974652,2,1,0,454
9120,Graduation,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,60,3840.5868242974657,1,1,0,1812
891,Master,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,71,3417.5868242974657,2,2,0,17
10381,Graduation,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,43,3480.5868242974657,1,1,0,35
3525,Graduation,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,52,3779.5868242974657,2,2,0,29
6818,Graduation,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,48,3629.5868242974657,2,1,0,467
3526,PhD,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,54,3215.5868242974657,2,2,0,70
8181,2n Cycle,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,44,3351.5868242974657,1,1,0,228
1029,PhD,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,52,3599.5868242974657,2,1,0,479
7369,Master,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,41,3566.5868242974657,2,1,0,87
2574,PhD,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,45,3576.5868242974657,2,1,3,2280
8159,Graduation,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,54,3238.5868242974657,2,2,0,299
1160,Graduation,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,52,3372.5868242974657,2,2,0,58
10242,PhD,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,56,3348.5868242974657,2,2,0,131
5253,Master,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,66,3357.5868242974657,2,2,0,372
5966,PhD,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,48,3688.5868242974657,2,2,1,418
5314,Graduation,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,71,3530.5868242974657,2,1,0,714
5081,2n Cycle,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,55,3314.5868242974657,2,2,0,56
5123,Master,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,71,3502.5868242974657,2,0,0,180
5756,Graduation,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,39,3179.5868242974657,2,1,0,101
8036,2n Cycle,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,51,3134.5868242974657,2,2,0,94
9058,Graduation,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,67,3706.5868242974657,1,0,3,2927
5057,Master,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,61,3350.5868242974657,2,1,0,875
254,Graduation,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,0,67,3105.5868242974652,2,1,1,872
4179,Graduation,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,63,3375.5868242974657,2,0,0,63
3710,PhD,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,38,3628.5868242974657,1,1,0,100
7627,Master,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,47,3626.5868242974657,2,0,2,2903
4501,Master,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,57,3323.5868242974657,1,0,0,1770
6424,Graduation,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,45,3212.5868242974657,2,1,0,61
3075,PhD,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,50,3294.5868242974657,2,0,0,512
4992,Master,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,47,3345.5868242974657,2,1,0,75
5252,Graduation,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,53,3673.5868242974657,1,1,0,83
7444,Master,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,53,3315.5868242974657,2,2,0,49
6919,2n Cycle,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,44,3511.5868242974657,2,1,0,67
3537,Graduation,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,41,3743.5868242974657,2,1,0,110
10277,Graduation,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,61,3555.5868242974657,1,1,0,78
2453,Graduation,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,62,3729.5868242974657,2,1,0,1345
7972,Graduation,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,67,3347.5868242974657,1,0,0,1551
895,PhD,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,74,3717.5868242974657,2,2,0,1004
1177,Master,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,56,3581.5868242974657,2,2,0,209
7141,Master,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,36,3609.5868242974657,1,1,0,301
7232,Graduation,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,49,2936.5868242974652,1,1,0,122
8477,Graduation,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,66,3300.5868242974657,1,3,0,33
2457,Basic,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,47,3673.5868242974657,2,1,0,53
988,Graduation,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,57,3056.5868242974652,2,0,1,1603
7930,Master,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,53,3376.5868242974657,1,0,0,369
4587,Master,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,78,3408.5868242974657,1,0,0,428
6682,Basic,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,49,3656.5868242974657,2,1,0,39
6222,Graduation,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,55,3306.5868242974657,2,3,0,62
10299,PhD,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,53,3718.5868242974657,1,0,0,1271
3083,Graduation,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,48,3400.5868242974657,2,2,0,588
8953,Master,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,57,3451.5868242974657,1,3,0,62
1503,PhD,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,46,3542.5868242974657,2,2,0,192
8650,Graduation,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,44,3530.5868242974657,1,2,0,47
10862,Master,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,62,3743.5868242974657,2,1,0,505
2782,PhD,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,61,3296.5868242974657,2,1,0,756
6941,Graduation,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,51,3412.5868242974657,1,0,0,112
10972,Graduation,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,73,2966.5868242974652,1,0,2,1564
10708,2n Cycle,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,44,3245.5868242974657,1,1,0,43
6583,2n Cycle,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,67,3542.5868242974657,2,0,1,1371
3641,Graduation,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,46,3587.5868242974657,2,1,0,46
10156,Graduation,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,47,3542.5868242974657,1,1,0,1452
4299,Graduation,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,62,3708.5868242974657,2,1,0,2826
3469,PhD,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,45,3812.5868242974657,1,2,0,122
5063,Graduation,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,45,3620.5868242974657,1,1,0,232
10727,PhD,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,52,3284.5868242974657,2,1,0,2767
9624,PhD,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,64,3078.5868242974652,2,0,0,1566
5156,2n Cycle,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,52,3227.5868242974657,2,1,0,1018
4376,2n Cycle,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0,1,62,3196.5868242974657,1,0,1,103
8923,Graduation,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,1,49,3499.5868242974657,1,0,0,2101
8461,Graduation,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,60,2966.5868242974652,1,3,0,30
6945,Graduation,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,70,3511.5868242974657,1,0,0,1762
944,Graduation,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,60,3394.5868242974657,2,1,0,514
1907,Master,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,1,72,3701.5868242974657,1,1,0,2442
701,Graduation,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0,0,51,3445.5868242974657,2,1,1,1886
3856,Graduation,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,62,3842.5868242974657,2,1,0,1576
4149,PhD,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,74,3109.5868242974657,2,0,0,1934
2131,PhD,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,63,3608.5868242974657,1,1,0,2370
2942,Graduation,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0,0,58,3421.5868242974657,1,1,1,791
1173,Master,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,75,3331.5868242974657,2,0,2,3452
4381,PhD,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,51,3377.5868242974657,2,2,0,398
4611,Graduation,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,52,3586.5868242974657,2,0,2,2733
3376,Master,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,52,3260.5868242974657,1,1,0,360
4679,Master,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,45,3099.5868242974652,2,1,0,1813
10928,Graduation,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,64,3348.5868242974657,2,1,0,914
4248,Master,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,62,3194.5868242974657,1,0,1,3008
6728,Graduation,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,37,3733.5868242974657,2,1,0,64
6661,Graduation,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,48,3630.5868242974657,2,1,0,1931
4725,PhD,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,72,3139.5868242974657,2,1,0,97
3277,Graduation,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,67,3905.5868242974657,1,1,0,584
5555,Graduation,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,47,3059.5868242974652,1,0,0,7
2564,Graduation,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,69,3151.5868242974657,2,1,0,276
946,2n Cycle,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,64,3707.5868242974657,2,0,0,255
3867,PhD,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,75,3364.5868242974657,2,1,0,1505
6940,PhD,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0,0,56,3313.5868242974657,1,3,1,323
55,Graduation,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,59,3779.5868242974657,2,1,0,1106
7093,Graduation,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,37,3289.5868242974657,2,1,0,25
5084,Graduation,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,47,3248.5868242974657,1,1,0,1509
1777,Basic,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,42,3782.5868242974657,2,0,0,76
8162,Master,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,66,3606.5868242974657,2,0,0,30
10826,Graduation,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,63,3610.5868242974657,2,0,0,66
8754,PhD,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,48,3471.5868242974657,2,1,0,34
1987,Basic,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,35,3339.5868242974657,1,1,0,60
11007,PhD,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,54,3359.5868242974657,2,1,0,60
7426,2n Cycle,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,51,3415.5868242974657,2,2,0,309
9153,PhD,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,58,3397.5868242974657,2,1,0,1466
10379,Master,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,60,3384.5868242974657,1,2,0,901
9204,Graduation,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,52,3629.5868242974657,1,1,0,1400
3197,Graduation,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,42,3257.5868242974657,2,1,0,945
2920,PhD,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,47,3961.5868242974657,1,1,0,1779
6961,Graduation,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,48,3100.5868242974652,2,2,0,12
4673,PhD,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,59,3669.5868242974657,2,1,1,2245
9937,Graduation,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,43,3210.5868242974657,1,0,0,763
8779,2n Cycle,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,37,3440.5868242974657,2,1,1,228
9596,PhD,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,42,3250.5868242974657,1,0,0,1029
2891,Graduation,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,59,3316.5868242974657,1,1,0,1523
4910,Graduation,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,55,3730.5868242974657,1,0,0,3206
75,2n Cycle,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,40,3401.5868242974657,2,0,0,501
10120,Graduation,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,67,3310.5868242974657,2,1,0,373
6327,Graduation,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,55,3254.5868242974657,2,0,0,1711
10142,PhD,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,46,3423.5868242974657,1,1,0,1061
9826,PhD,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,50,3629.5868242974657,1,0,0,3013
1501,PhD,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,40,3874.5868242974657,2,0,0,1772
10767,PhD,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,33,3106.5868242974652,2,0,2,2106
7279,PhD,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,53,3334.5868242974657,2,0,0,1304
7230,PhD,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,62,3872.5868242974657,1,1,1,952
143,Graduation,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,52,3370.5868242974657,1,0,0,1423
450,Master,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,64,3266.5868242974657,2,1,0,337
9316,Basic,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,70,3565.5868242974657,2,0,0,31
6379,Master,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,1,73,3458.5868242974657,1,2,0,188
9239,Master,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,61,3400.5868242974657,2,2,0,218
8315,Graduation,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,27,3157.5868242974657,1,0,0,27
2868,PhD,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,1,73,3391.5868242974657,1,2,0,77
10888,Graduation,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,61,3537.5868242974657,1,0,0,909
1277,Graduation,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,62,2995.5868242974652,2,0,1,1438
9977,Graduation,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,49,3347.5868242974657,1,1,0,1055
10196,Graduation,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,44,2905.5868242974652,2,2,0,826
6384,Graduation,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,0,0,44,2936.5868242974652,1,1,1,2362
8029,Master,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,34,3123.5868242974657,1,0,3,2805
968,Master,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,54,3247.5868242974657,1,1,0,299
6988,Graduation,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,36,3333.5868242974657,2,1,2,2099
4472,PhD,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,52,3064.5868242974652,1,1,0,80
6991,Graduation,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,71,3330.5868242974657,1,1,0,1174
3336,PhD,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,0,0,74,3282.5868242974657,2,1,1,1660
